internet_id,customer_id,mb_used,apps_and_websites,start_timestamp,end_timestamp
86,9,897.92,Amazon,1/4/2017 15:50,1/4/2017 16:29
87,9,788.96,Google,7/21/2017 18:00,7/21/2017 18:13
88,10,800.77,Uber,7/17/2018 16:59,7/17/2018 17:05
89,10,405.75,Netflix,7/7/2017 23:31,7/8/2017 0:29
90,10,716.53,Coursera,5/5/2019 6:12,5/5/2019 6:52
91,10,284.6,Netflix,8/24/2018 10:03,8/24/2018 10:22
92,11,171.18,Youtube,2/8/2019 12:21,2/8/2019 13:12
93,11,1363.73,Spotify,2/6/2018 11:09,2/6/2018 12:01
94,11,637.35,Instagram,3/4/2018 23:24,3/4/2018 23:44
95,11,790.17,Google,6/8/2017 13:52,6/8/2017 14:38
96,11,264.59,Gmail,8/1/2017 18:51,8/1/2017 19:44
97,11,1258.6,Gmail,10/21/2018 15:26,10/21/2018 15:46
98,11,70.92,Twitter,4/12/2017 4:43,4/12/2017 5:27
99,11,436.44,Youtube,2/4/2019 7:41,2/4/2019 7:53
100,11,816.89,Gmail,12/7/2018 9:31,12/7/2018 10:21
101,11,1130.69,Gmail,9/19/2017 7:06,9/19/2017 8:06
102,11,1474.14,Netflix,9/17/2018 4:53,9/17/2018 5:47
103,11,670.94,Gmail,7/12/2017 15:54,7/12/2017 16:18
104,12,751.83,Yahoo,3/26/2018 5:07,3/26/2018 5:49
105,12,681.34,Wikipedia,1/3/2018 6:02,1/3/2018 6:20
106,12,485.07,Instagram,11/30/2018 2:38,11/30/2018 3:08
107,12,399.24,Facebook,4/6/2017 0:21,4/6/2017 1:14
108,12,1443.84,Yahoo,4/3/2018 21:27,4/3/2018 21:57
109,13,1233.96,Uber,11/1/2017 9:17,11/1/2017 9:50
110,13,642.63,Uber,5/16/2019 22:04,5/16/2019 22:22
111,13,552.51,Wikipedia,10/5/2017 8:55,10/5/2017 8:55
112,13,1221.28,Coursera,12/9/2017 10:21,12/9/2017 11:08
113,13,420,Amazon,3/6/2018 13:07,3/6/2018 14:06
114,13,1301.09,Youtube,5/9/2017 23:26,5/10/2017 0:05
115,13,439.91,Netflix,7/9/2018 8:18,7/9/2018 8:56
116,13,451.77,Netflix,10/5/2017 3:10,10/5/2017 3:37
117,13,76.91,Spotify,7/6/2017 2:04,7/6/2017 2:09
118,14,1443.62,Whatsapp,10/12/2018 19:27,10/12/2018 19:53
119,14,532.68,Spotify,12/6/2018 16:10,12/6/2018 16:51
120,14,1329.09,Amazon Prime,5/29/2017 0:52,5/29/2017 1:48
121,14,94.89,Wikipedia,11/10/2018 18:46,11/10/2018 19:29
122,14,1022.29,Amazon Prime,4/24/2018 1:09,4/24/2018 1:39
123,14,241.66,Instagram,4/13/2017 13:17,4/13/2017 13:21
124,14,96.86,Udemy,8/24/2017 2:20,8/24/2017 2:57
125,14,217.81,Google,10/13/2018 1:28,10/13/2018 1:50
126,14,220.06,Gmail,7/8/2018 18:45,7/8/2018 19:14
127,14,1377.56,Spotify,11/12/2018 12:57,11/12/2018 13:28
128,15,1199.52,Amazon Prime,6/30/2017 18:24,6/30/2017 18:37
129,15,222.34,Amazon Prime,4/15/2018 7:30,4/15/2018 8:13
130,15,1441.2,Google,6/1/2017 6:23,6/1/2017 6:29
131,15,193,Whatsapp,12/2/2018 12:37,12/2/2018 13:32
132,15,697.18,Yahoo,5/16/2018 22:04,5/16/2018 22:06
133,15,624.43,Twitter,12/26/2018 21:30,12/26/2018 21:45
134,15,1374.99,Netflix,3/15/2018 6:50,3/15/2018 7:21
135,15,1430.05,Shopify,2/11/2019 18:59,2/11/2019 19:40
136,15,232.72,Google,12/31/2017 17:02,12/31/2017 17:35
137,15,397.05,Facebook,8/15/2017 16:23,8/15/2017 16:33
138,15,1220.33,Amazon Prime,4/27/2017 17:37,4/27/2017 18:21
139,16,693.31,Amazon Prime,2/16/2019 22:08,2/16/2019 22:15
140,16,875.58,Gmail,12/24/2017 17:49,12/24/2017 17:59
141,16,1232.48,Instagram,3/5/2017 13:19,3/5/2017 13:27
142,16,739.88,Spotify,11/15/2018 18:24,11/15/2018 18:25
143,16,197.75,Spotify,2/13/2017 11:25,2/13/2017 11:35
144,16,477.22,Spotify,3/12/2019 18:40,3/12/2019 19:17
145,17,819.53,Netflix,3/10/2017 17:54,3/10/2017 18:38
146,17,394.57,Yahoo,3/17/2017 10:11,3/17/2017 10:11
147,17,969.59,Amazon,3/5/2017 14:56,3/5/2017 15:02
148,17,805.36,Google,11/11/2018 20:42,11/11/2018 21:28
149,17,806.86,Facebook,7/27/2017 2:47,7/27/2017 2:55
150,17,75.32,Gmail,2/8/2017 5:00,2/8/2017 5:31
151,17,1406.54,Snapchat,10/5/2017 8:35,10/5/2017 9:21
152,17,1165.26,Coursera,6/16/2018 8:47,6/16/2018 9:09
153,17,539.01,Shopify,9/23/2017 3:04,9/23/2017 3:58
154,18,196.87,Udemy,4/17/2018 10:23,4/17/2018 11:01
155,18,1494,Facebook,1/10/2019 0:28,1/10/2019 0:32
156,18,931.49,Youtube,1/3/2019 9:33,1/3/2019 9:37
157,18,943.83,Amazon Prime,3/28/2018 22:50,3/28/2018 23:16
158,18,784.33,Youtube,11/30/2018 13:57,11/30/2018 14:55
159,18,185.39,Spotify,4/13/2017 7:45,4/13/2017 8:32
160,18,1094.42,Gmail,3/9/2017 23:45,3/10/2017 0:08
161,18,616.41,Google,1/22/2017 16:35,1/22/2017 16:44
162,19,598.87,Facebook,7/10/2017 13:51,7/10/2017 14:51
163,19,74.85,Gmail,9/20/2018 17:04,9/20/2018 17:59
164,19,79.26,Whatsapp,1/6/2019 14:19,1/6/2019 14:29
165,19,1227.85,Coursera,9/22/2018 15:27,9/22/2018 15:32
166,19,181.31,Gmail,11/15/2017 2:02,11/15/2017 2:41
167,19,829.98,Udemy,9/12/2018 5:31,9/12/2018 5:42
168,19,138.67,Wikipedia,7/3/2018 4:44,7/3/2018 5:29
169,20,1406.02,Facebook,12/25/2018 12:49,12/25/2018 13:33
170,20,1068.97,Rediit,4/14/2017 1:56,4/14/2017 2:13
171,20,1105.51,Gmail,1/3/2017 21:06,1/3/2017 21:41
172,20,1005.65,Google,3/26/2017 15:10,3/26/2017 15:32
173,20,80.95,Facebook,10/7/2017 19:02,10/7/2017 19:30
174,20,814.54,Twitter,11/27/2018 10:58,11/27/2018 11:06
175,20,740.04,Udemy,9/27/2018 19:06,9/27/2018 19:22
176,20,529.45,Amazon Prime,3/8/2019 23:58,3/9/2019 0:29
177,20,592.1,Instagram,1/21/2019 7:26,1/21/2019 7:28
178,20,456.9,Amazon,4/1/2017 7:31,4/1/2017 8:10
179,20,1169.91,Udemy,5/21/2017 16:35,5/21/2017 17:06
180,20,634.47,Wikipedia,11/13/2018 17:33,11/13/2018 17:45
181,21,1320.96,Uber,11/12/2018 14:56,11/12/2018 15:34
182,21,508.7,Udemy,10/25/2018 20:52,10/25/2018 21:23
183,21,1437.29,Facebook,11/11/2017 16:50,11/11/2017 17:37
184,21,805.92,Uber,3/31/2019 21:35,3/31/2019 22:02
185,21,1189.88,Udemy,10/7/2017 12:09,10/7/2017 12:40
186,21,1074.74,Yahoo,4/27/2017 4:52,4/27/2017 5:35
187,21,947.81,Whatsapp,5/20/2019 16:59,5/20/2019 17:03
188,21,566.84,Shopify,12/27/2018 2:32,12/27/2018 3:22
189,21,246.57,Yahoo,10/14/2017 3:54,10/14/2017 3:57
190,22,714.51,Spotify,2/15/2019 12:32,2/15/2019 12:37
191,22,545.45,Rediit,7/30/2018 0:35,7/30/2018 1:25
192,22,626.2,Spotify,7/7/2018 12:50,7/7/2018 13:39
193,22,1246.3,Amazon Prime,9/12/2017 4:47,9/12/2017 5:01
194,22,546.19,Wikipedia,7/10/2017 18:14,7/10/2017 18:35
195,22,1316.59,Amazon Prime,12/10/2017 23:54,12/11/2017 0:14
196,22,1182.87,Yahoo,9/27/2018 10:08,9/27/2018 10:57
197,22,1356.71,Spotify,9/23/2018 14:11,9/23/2018 14:39
198,22,1263.65,Facebook,5/16/2018 18:56,5/16/2018 19:12
199,22,658.52,Google,9/26/2018 14:22,9/26/2018 14:45
200,22,1139.24,Youtube,11/28/2017 6:58,11/28/2017 7:11
201,23,773.33,Snapchat,11/20/2018 4:33,11/20/2018 4:50
202,23,1097.7,Wikipedia,10/25/2017 19:45,10/25/2017 20:35
203,23,314.67,Wikipedia,8/29/2018 10:39,8/29/2018 11:24
204,23,319.32,Spotify,5/29/2019 3:46,5/29/2019 4:38
205,23,165.74,Udemy,7/14/2017 11:57,7/14/2017 12:40
206,23,1354.52,Youtube,5/3/2018 23:01,5/3/2018 23:17
207,23,959.5,Rediit,7/20/2017 0:13,7/20/2017 0:41
208,24,1315.14,Amazon Prime,3/21/2017 14:43,3/21/2017 14:58
209,24,666.83,Facebook,7/2/2018 10:11,7/2/2018 10:44
210,24,489.14,Rediit,5/10/2019 20:49,5/10/2019 21:25
211,24,1201.78,Wikipedia,6/26/2017 5:25,6/26/2017 6:04
212,24,385.8,Facebook,6/29/2018 0:19,6/29/2018 0:28
213,24,253.65,Coursera,4/26/2018 11:57,4/26/2018 12:06
214,24,721.04,Google,11/8/2017 4:03,11/8/2017 4:08
215,24,351.78,Spotify,8/6/2017 20:54,8/6/2017 21:43
216,24,990.15,Facebook,4/6/2018 2:15,4/6/2018 3:04
217,24,1141.63,Udemy,4/21/2019 20:16,4/21/2019 21:01
218,24,1162.19,Youtube,8/4/2018 21:41,8/4/2018 22:30
219,24,420.53,Amazon,3/23/2018 18:16,3/23/2018 18:26
220,25,1335.21,Amazon Prime,12/8/2018 23:39,12/9/2018 0:12
221,25,1220.46,Rediit,5/20/2019 10:04,5/20/2019 10:19
222,25,1462.81,Youtube,9/6/2017 1:00,9/6/2017 1:53
223,25,68.09,Coursera,2/25/2018 20:05,2/25/2018 20:22
224,25,1147.59,Twitter,8/12/2018 13:53,8/12/2018 14:22
225,25,788.39,Wikipedia,12/29/2018 8:36,12/29/2018 8:42
226,25,1084.44,Gmail,3/14/2018 20:09,3/14/2018 20:23
227,25,515.48,Whatsapp,1/31/2017 17:50,1/31/2017 18:18
228,25,220.16,Twitter,2/24/2017 0:39,2/24/2017 0:50
229,25,555.4,Instagram,3/20/2017 8:29,3/20/2017 9:05
230,25,1392.88,Rediit,2/23/2017 2:07,2/23/2017 3:00
231,26,884.43,Gmail,1/8/2018 1:43,1/8/2018 2:36
232,26,492.59,Shopify,5/5/2017 17:56,5/5/2017 18:39
233,26,1417.42,Twitter,9/10/2017 8:35,9/10/2017 8:51
234,26,823.18,Udemy,5/31/2017 9:35,5/31/2017 9:50
235,26,1100.51,Youtube,1/6/2019 8:40,1/6/2019 9:18
236,26,74.4,Yahoo,4/16/2019 10:55,4/16/2019 11:22
237,26,1335.57,Uber,10/9/2018 8:48,10/9/2018 9:30
238,26,1151.36,Twitter,4/14/2018 17:09,4/14/2018 17:51
239,27,522.9,Spotify,9/3/2018 21:41,9/3/2018 22:32
240,27,98.71,Facebook,6/23/2018 4:21,6/23/2018 5:20
241,27,665.69,Spotify,10/11/2017 8:09,10/11/2017 9:07
242,27,798.21,Amazon Prime,1/23/2017 4:35,1/23/2017 5:32
243,27,417.25,Instagram,2/26/2019 2:21,2/26/2019 2:22
244,27,1072.83,Amazon,6/27/2018 14:19,6/27/2018 15:00
245,27,770.48,Netflix,6/27/2018 17:58,6/27/2018 18:06
246,27,392.7,Twitter,7/25/2018 13:12,7/25/2018 13:45
247,27,415.42,Coursera,6/11/2018 3:18,6/11/2018 4:01
248,27,446.64,Coursera,1/23/2017 12:57,1/23/2017 13:49
249,28,1076.07,Google,10/6/2018 5:40,10/6/2018 5:44
250,28,1491.2,Facebook,7/13/2018 20:05,7/13/2018 20:55
251,28,1236.11,Udemy,4/2/2017 9:26,4/2/2017 10:10
252,28,855.57,Yahoo,10/15/2018 11:12,10/15/2018 11:35
253,28,635.11,Twitter,4/15/2018 17:41,4/15/2018 18:21
254,28,1250.75,Wikipedia,7/6/2018 2:20,7/6/2018 2:46
255,28,689.8,Wikipedia,4/22/2019 5:54,4/22/2019 6:37
256,28,1333.82,Udemy,10/12/2018 4:02,10/12/2018 4:06
257,29,1494.88,Coursera,10/5/2017 7:19,10/5/2017 7:54
258,29,338.98,Udemy,7/16/2017 0:56,7/16/2017 1:00
259,29,1056.52,Whatsapp,11/2/2017 6:02,11/2/2017 6:36
260,29,852.2,Whatsapp,2/22/2018 17:31,2/22/2018 18:17
261,29,1232.44,Whatsapp,11/28/2017 6:14,11/28/2017 6:29
262,29,1107.23,Shopify,4/15/2017 16:56,4/15/2017 17:41
263,29,495.96,Rediit,3/13/2019 13:14,3/13/2019 14:12
264,29,983.35,Spotify,4/18/2018 5:25,4/18/2018 6:12
265,29,1077.25,Youtube,6/3/2017 18:48,6/3/2017 19:01
266,29,1109.1,Instagram,8/12/2017 13:34,8/12/2017 13:41
267,29,1449.17,Google,6/3/2018 16:28,6/3/2018 17:00
268,29,213.95,Wikipedia,4/15/2019 22:18,4/15/2019 23:07
269,30,127.85,Yahoo,5/27/2019 12:56,5/27/2019 13:48
270,30,1024.66,Amazon Prime,12/27/2017 13:03,12/27/2017 13:39
271,30,639.47,Yahoo,1/12/2018 17:25,1/12/2018 18:14
272,30,1497.74,Amazon,8/28/2018 17:19,8/28/2018 17:44
273,30,1047.88,Snapchat,6/4/2018 8:46,6/4/2018 9:23
274,30,284.78,Facebook,8/29/2017 7:19,8/29/2017 7:42
275,30,1180.5,Snapchat,10/1/2018 3:39,10/1/2018 4:17
276,30,1089.56,Yahoo,9/19/2017 23:35,9/19/2017 23:57
277,30,138.28,Amazon,5/11/2019 16:23,5/11/2019 16:59
278,30,1450.04,Uber,2/25/2018 21:35,2/25/2018 21:37
279,30,1495.34,Wikipedia,8/31/2017 23:36,9/1/2017 0:15
280,30,1010.52,Facebook,12/17/2018 5:15,12/17/2018 6:06
281,30,1002.74,Udemy,5/12/2017 2:25,5/12/2017 2:54
282,30,1156.68,Youtube,1/27/2019 10:31,1/27/2019 10:57
283,30,1406.88,Udemy,2/10/2017 7:14,2/10/2017 7:28
284,30,1032.04,Amazon,12/3/2017 8:39,12/3/2017 8:52
285,30,234.45,Netflix,12/2/2018 23:33,12/2/2018 23:36
286,30,755.85,Udemy,11/27/2018 12:20,11/27/2018 13:03
287,30,803.7,Uber,11/2/2018 13:14,11/2/2018 13:59
288,30,380.18,Rediit,6/25/2018 18:02,6/25/2018 18:33
289,30,425.61,Netflix,2/5/2019 7:35,2/5/2019 8:34
290,31,1145.61,Shopify,11/13/2017 15:52,11/13/2017 16:38
291,31,183.51,Facebook,5/10/2019 11:32,5/10/2019 12:01
292,31,394.7,Google,5/25/2018 3:25,5/25/2018 4:03
293,31,426.56,Uber,3/31/2019 1:25,3/31/2019 1:48
294,31,1177.2,Twitter,6/4/2018 10:44,6/4/2018 11:02
295,31,1427.13,Rediit,4/6/2018 11:28,4/6/2018 11:56
296,31,392.97,Amazon,9/20/2017 15:58,9/20/2017 16:49
297,31,345.82,Wikipedia,3/9/2018 12:58,3/9/2018 13:25
298,32,446.9,Instagram,12/7/2017 17:36,12/7/2017 18:19
299,32,571.03,Google,6/7/2017 18:42,6/7/2017 19:36
300,32,406.15,Instagram,10/2/2017 14:25,10/2/2017 14:34
301,32,742.67,Udemy,3/6/2018 12:03,3/6/2018 12:55
302,32,1080.85,Spotify,3/2/2019 18:15,3/2/2019 18:21
303,32,979.4,Wikipedia,5/22/2019 14:34,5/22/2019 15:25
304,32,704.18,Twitter,12/4/2017 3:23,12/4/2017 4:12
305,32,151.9,Udemy,5/26/2019 23:49,5/26/2019 23:51
306,32,716.37,Youtube,11/20/2017 19:44,11/20/2017 20:06
307,32,318.9,Gmail,8/19/2017 10:15,8/19/2017 11:06
308,33,193.99,Whatsapp,3/1/2018 1:32,3/1/2018 2:23
309,33,441.32,Twitter,11/2/2018 11:10,11/2/2018 11:31
310,33,1260.47,Snapchat,8/20/2017 5:53,8/20/2017 5:59
311,33,497.94,Netflix,2/19/2017 20:20,2/19/2017 20:26
312,33,1411.88,Netflix,12/18/2018 16:18,12/18/2018 17:10
313,33,1469.18,Yahoo,12/27/2017 1:24,12/27/2017 1:56
314,33,652.04,Yahoo,11/20/2018 18:00,11/20/2018 18:48
315,33,426.26,Facebook,2/4/2019 0:30,2/4/2019 1:03
316,33,1199.98,Uber,1/22/2017 19:43,1/22/2017 20:08
317,34,762.87,Uber,2/1/2018 20:37,2/1/2018 20:59
318,34,1100.38,Wikipedia,4/8/2018 0:08,4/8/2018 0:49
319,34,1181.53,Whatsapp,5/22/2019 10:37,5/22/2019 10:51
320,34,1302.37,Udemy,1/14/2018 7:39,1/14/2018 8:02
321,34,653.62,Amazon Prime,10/31/2018 6:35,10/31/2018 7:16
322,34,429.08,Twitter,5/26/2019 13:46,5/26/2019 14:43
323,34,1471.61,Snapchat,1/20/2019 13:56,1/20/2019 14:03
324,35,741.62,Whatsapp,8/27/2017 16:48,8/27/2017 17:25
325,35,1231.23,Netflix,6/3/2017 18:53,6/3/2017 19:49
326,35,881.57,Whatsapp,7/3/2018 6:45,7/3/2018 7:34
327,35,800.85,Youtube,6/7/2017 6:26,6/7/2017 6:47
328,35,215.03,Wikipedia,5/19/2019 8:59,5/19/2019 9:53
329,35,635.46,Uber,8/8/2017 23:06,8/8/2017 23:29
330,35,771.57,Facebook,4/1/2018 12:33,4/1/2018 13:06
331,35,1083.79,Amazon,6/21/2017 23:22,6/21/2017 23:25
332,35,311.23,Wikipedia,10/1/2018 22:34,10/1/2018 23:04
333,35,1353.3,Rediit,10/7/2017 12:24,10/7/2017 12:57
334,35,526.67,Wikipedia,12/5/2018 16:21,12/5/2018 17:12
335,35,740.56,Yahoo,7/27/2017 0:54,7/27/2017 1:37
336,35,775.01,Twitter,2/19/2017 4:20,2/19/2017 4:40
337,36,511.97,Gmail,11/28/2017 19:09,11/28/2017 19:55
338,36,960.53,Youtube,4/20/2019 13:17,4/20/2019 13:31
339,36,1082.38,Gmail,10/8/2017 3:43,10/8/2017 3:58
340,36,1306.36,Coursera,1/20/2018 2:05,1/20/2018 2:55
341,36,973.86,Snapchat,10/5/2017 15:08,10/5/2017 15:26
342,36,1432.06,Instagram,3/5/2018 16:50,3/5/2018 17:49
343,36,955.75,Google,10/24/2017 22:17,10/24/2017 22:29
344,36,1263.99,Whatsapp,8/1/2017 23:55,8/2/2017 0:37
345,36,1200.57,Google,3/28/2018 18:29,3/28/2018 18:55
346,36,684.49,Youtube,5/19/2018 17:02,5/19/2018 17:48
347,36,1425.21,Shopify,11/25/2017 19:45,11/25/2017 19:54
348,36,1119.31,Amazon Prime,4/24/2018 1:37,4/24/2018 2:34
349,36,771.14,Spotify,4/9/2019 11:38,4/9/2019 11:51
350,37,934.2,Facebook,5/12/2019 22:19,5/12/2019 22:47
351,37,1221.3,Amazon,6/1/2019 6:26,6/1/2019 6:38
352,37,736.1,Netflix,10/20/2018 10:48,10/20/2018 10:49
353,37,1419.94,Spotify,9/6/2018 6:22,9/6/2018 6:33
354,37,545.94,Twitter,4/15/2018 14:20,4/15/2018 14:30
355,37,1342.91,Snapchat,1/22/2017 0:38,1/22/2017 1:06
356,37,1407.33,Amazon Prime,12/18/2018 15:17,12/18/2018 16:09
357,37,220.79,Youtube,2/9/2019 4:26,2/9/2019 4:58
358,37,440.7,Uber,2/27/2017 0:09,2/27/2017 0:15
359,37,1465.63,Udemy,10/2/2018 20:54,10/2/2018 21:35
360,37,257.96,Twitter,10/30/2017 11:04,10/30/2017 11:34
361,38,1327.39,Rediit,12/11/2018 13:38,12/11/2018 13:52
362,38,1253.5,Spotify,2/18/2017 2:34,2/18/2017 2:49
363,38,246.31,Spotify,2/17/2018 14:56,2/17/2018 15:42
364,38,221.61,Snapchat,10/2/2018 19:29,10/2/2018 20:23
365,38,585.45,Youtube,2/8/2018 0:46,2/8/2018 1:02
366,38,502.32,Uber,11/10/2017 15:53,11/10/2017 16:15
367,38,435.17,Udemy,7/30/2017 4:53,7/30/2017 5:44
368,38,127.04,Snapchat,11/11/2017 6:31,11/11/2017 6:44
369,38,711.52,Facebook,4/6/2017 20:21,4/6/2017 20:36
370,38,581.57,Rediit,2/4/2018 5:40,2/4/2018 5:51
371,38,1456.57,Twitter,1/11/2017 19:22,1/11/2017 20:03
372,38,1065.76,Google,1/2/2019 5:50,1/2/2019 5:55
373,38,463.14,Coursera,7/10/2017 14:26,7/10/2017 15:19
374,38,1192.3,Google,3/13/2018 13:56,3/13/2018 14:02
375,38,289.33,Amazon,6/19/2018 5:01,6/19/2018 5:40
376,39,781.39,Gmail,5/3/2017 7:04,5/3/2017 7:41
377,39,240.11,Spotify,8/24/2018 19:52,8/24/2018 20:06
378,39,886.28,Spotify,1/3/2019 2:48,1/3/2019 3:40
379,39,1429.3,Gmail,3/2/2019 2:09,3/2/2019 2:32
380,39,145.82,Udemy,11/28/2018 7:58,11/28/2018 8:21
381,39,996.51,Youtube,5/15/2017 8:42,5/15/2017 9:34
382,39,1204.84,Facebook,12/28/2017 5:48,12/28/2017 6:13
383,39,368.76,Twitter,4/7/2018 2:37,4/7/2018 3:30
384,39,260.34,Snapchat,1/15/2019 21:56,1/15/2019 22:55
385,39,1201.2,Netflix,11/4/2018 13:30,11/4/2018 14:00
386,39,1259.38,Amazon Prime,4/3/2017 13:15,4/3/2017 13:50
387,39,1110.79,Rediit,6/23/2017 20:39,6/23/2017 21:02
388,39,1402.95,Google,11/3/2018 10:33,11/3/2018 11:04
389,39,478.77,Wikipedia,11/22/2018 7:23,11/22/2018 8:14
390,40,708.54,Gmail,11/15/2017 0:11,11/15/2017 1:03
