customer_id,mb_used,apps_and_websites,start_timestamp,end_timestamp,usage_length
67,372.56,coursera,11/25/2017 10:31,11/25/2017 11:31,0:59:49
13,1221.28,coursera,12/9/2017 10:21,12/9/2017 11:08,0:47:17
14,94.89,Wikipedia,11/10/2018 18:46,11/10/2018 19:29,0:42:54
99,305.55,Netflix,3/11/2018 5:13,3/11/2018 5:33,0:20:35
66,484.11,shopify,1/8/2018 2:38,1/8/2018 2:43,0:05:28
92,1312.79,Netflix,7/4/2017 21:02,7/4/2017 21:25,0:23:14
29,1107.23,shopify,4/15/2017 16:56,4/15/2017 17:41,0:45:24
12,681.34,Wikipedia,1/3/2018 6:02,1/3/2018 6:20,0:18:25
79,1388.22,Netflix,11/25/2017 15:51,11/25/2017 16:34,0:42:38
44,1107.26,Netflix,3/6/2018 13:11,3/6/2018 14:11,0:59:46
21,805.92,Blogspot,3/31/2019 21:35,3/31/2019 22:02,0:27:49
59,620.67,Amazon,10/28/2017 12:42,10/28/2017 13:22,0:40:25
39,260.34,snapchat,1/15/2019 21:56,1/15/2019 22:55,0:58:41
52,470.18,google,11/23/2018 7:02,11/23/2018 7:56,0:54:16
8,818.66,gmail,5/5/2017 13:51,5/5/2017 13:57,0:06:06
78,1069.06,yahoo,10/3/2018 0:56,10/3/2018 0:57,0:00:32
20,1005.65,google,3/26/2017 15:10,3/26/2017 15:32,0:22:29
13,420,Amazon,3/6/2018 13:07,3/6/2018 14:06,0:59:11
57,908.66,Twitter,8/22/2018 12:41,8/22/2018 13:05,0:23:59
97,187.48,udemy,3/11/2018 23:20,3/11/2018 23:50,0:30:06
20,80.95,Facebook,10/7/2017 19:02,10/7/2017 19:30,0:28:07
54,280.38,Blogspot,2/15/2019 11:54,2/15/2019 12:07,0:13:52
21,1189.88,udemy,10/7/2017 12:09,10/7/2017 12:40,0:30:29
10,405.75,Netflix,7/7/2017 23:31,7/8/2017 0:29,0:57:45
55,939.28,Bing,4/10/2017 3:52,4/10/2017 4:27,0:34:50
77,260.45,google,10/26/2017 12:15,10/26/2017 12:44,0:28:56
81,704.81,Blogspot,4/22/2018 13:22,4/22/2018 14:12,0:50:03
48,740.96,Bing,3/5/2017 19:47,3/5/2017 20:15,0:28:37
49,780.64,snapchat,5/18/2019 23:57,5/19/2019 0:27,0:30:52
29,495.96,Rediit,3/13/2019 13:14,3/13/2019 14:12,0:58:38
81,316.27,Netflix,9/1/2017 21:26,9/1/2017 22:01,0:34:19
92,240.76,Instagram,8/7/2017 8:58,8/7/2017 9:25,0:27:40
91,734.84,udemy,6/10/2018 8:51,6/10/2018 8:58,0:07:03
83,1281.55,wix,10/25/2018 14:51,10/25/2018 15:37,0:46:12
50,440.37,Blogspot,4/3/2019 3:52,4/3/2019 4:46,0:54:05
25,1462.81,youtube,9/6/2017 1:00,9/6/2017 1:53,0:53:03
1,183.97,Facebook,7/26/2018 14:29,7/26/2018 14:54,0:24:33
60,1459.85,Whatsapp,3/16/2018 10:29,3/16/2018 10:52,0:22:05
38,502.32,Blogspot,11/10/2017 15:53,11/10/2017 16:15,0:21:25
15,697.18,yahoo,5/16/2018 22:04,5/16/2018 22:06,0:02:15
18,1494,Facebook,1/10/2019 0:28,1/10/2019 0:32,0:03:47
39,1201.2,Netflix,11/4/2018 13:30,11/4/2018 14:00,0:30:06
35,635.46,Blogspot,8/8/2017 23:06,8/8/2017 23:29,0:22:29
40,300.35,Instagram,4/13/2019 1:41,4/13/2019 1:57,0:15:43
15,624.43,Twitter,12/26/2018 21:30,12/26/2018 21:45,0:14:02
